mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_epsilon,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.1872434139251709,0.013312172509825972,0.019612836837768554,0.003844325101278697,0.1,0.01,scale,linear,"{'C': 0.1, 'epsilon': 0.01, 'gamma': 'scale', 'kernel': 'linear'}",-0.2930813444333107,-0.2731163469963693,-0.28109816620402417,-0.30955269929761686,-0.2885117711171778,-0.2890720656096998,0.012280168004242165,13,-0.2854671281711919,-0.2900734577978334,-0.2873102069983372,-0.28044178014495,-0.28749767111966723,-0.28615804884639595,0.0032126494594238043
0.1831347942352295,0.050551575258421334,0.06953797340393067,0.005981891098337175,0.1,0.01,scale,rbf,"{'C': 0.1, 'epsilon': 0.01, 'gamma': 'scale', 'kernel': 'rbf'}",-0.2901920670540736,-0.24263340104301287,-0.27137754334407316,-0.3019225101365194,-0.26780814195217884,-0.27478673270597154,0.020336345695229834,3,-0.25932282654705546,-0.2729792134291826,-0.26070966041420296,-0.25869800458972836,-0.25968523259437204,-0.2622789875149083,0.005389759050859473
0.23227319717407227,0.017306025442330293,0.04113879203796387,0.006522369182574172,0.1,0.01,scale,sigmoid,"{'C': 0.1, 'epsilon': 0.01, 'gamma': 'scale', 'kernel': 'sigmoid'}",-9.990127149963174,-12.281969364968827,-13.251516212754566,-9.725554824117449,-11.08779970673623,-11.26739345170805,1.3421651826066936,28,-11.522690943372575,-11.114306688255793,-10.323345615409327,-12.358023409213756,-11.935646641370205,-11.450802659524332,0.6996684966122668
0.15836472511291505,0.007223388719406919,0.017643213272094727,0.0022778089705881178,0.1,0.01,auto,linear,"{'C': 0.1, 'epsilon': 0.01, 'gamma': 'auto', 'kernel': 'linear'}",-0.2930813444333107,-0.2731163469963693,-0.28109816620402417,-0.30955269929761686,-0.2885117711171778,-0.2890720656096998,0.012280168004242165,13,-0.2854671281711919,-0.2900734577978334,-0.2873102069983372,-0.28044178014495,-0.28749767111966723,-0.28615804884639595,0.0032126494594238043
0.15682144165039064,0.012493504984080467,0.07273435592651367,0.006429070906369819,0.1,0.01,auto,rbf,"{'C': 0.1, 'epsilon': 0.01, 'gamma': 'auto', 'kernel': 'rbf'}",-0.29042323006499915,-0.24259100843892387,-0.2713721064869601,-0.3017926588107171,-0.2678144615372514,-0.27479869306777027,0.02035021512283382,4,-0.2593326992362194,-0.27301775180398563,-0.2606944738361652,-0.25865235031112715,-0.2596851796383301,-0.2622764909651655,0.005410964095616823
0.23045816421508789,0.01508296697633466,0.039705944061279294,0.006171001067072551,0.1,0.01,auto,sigmoid,"{'C': 0.1, 'epsilon': 0.01, 'gamma': 'auto', 'kernel': 'sigmoid'}",-10.481879698580608,-11.919588212239598,-13.170827298669666,-9.547793074459651,-11.110762536854848,-11.246170164160876,1.2365077301032368,27,-12.114184358723556,-10.782354032207648,-10.260011077266372,-12.132640065567424,-11.959610607931818,-11.449760028339364,0.778288607113543
0.12955303192138673,0.0042095356587834015,0.016227006912231445,0.002627896241168487,0.1,0.2,scale,linear,"{'C': 0.1, 'epsilon': 0.2, 'gamma': 'scale', 'kernel': 'linear'}",-0.29171844596590285,-0.2701355714540417,-0.2802815265710908,-0.3091389210832501,-0.28521139278469676,-0.28729717157179646,0.01299769176058139,5,-0.2843780581342366,-0.28913704686148056,-0.28647238012435655,-0.27990748421766765,-0.28617590780448965,-0.2852141754284462,0.0030580056323129563
0.119926118850708,0.006998296127412807,0.05170702934265137,0.004511445654632479,0.1,0.2,scale,rbf,"{'C': 0.1, 'epsilon': 0.2, 'gamma': 'scale', 'kernel': 'rbf'}",-0.2795306093784114,-0.2385756862421305,-0.26769380737751364,-0.2959330812208516,-0.2650134112235241,-0.26934931908848625,0.018862196985923035,1,-0.2536417729714929,-0.26598625278199617,-0.2589974326494517,-0.2528726621958805,-0.2576690763805891,-0.2578334393958821,0.004691047632360177
0.22483344078063966,0.025145918397301476,0.03709235191345215,0.005172672824827027,0.1,0.2,scale,sigmoid,"{'C': 0.1, 'epsilon': 0.2, 'gamma': 'scale', 'kernel': 'sigmoid'}",-9.923946478861026,-12.063028415984459,-12.985893708184575,-9.619934769493582,-10.914686607585674,-11.101497996021862,1.2721669397644944,25,-11.507677765399395,-10.941448329011827,-10.144113862900575,-12.22861266724802,-11.731002041880348,-11.310570933288034,0.714882877074831
0.12416181564331055,0.010229088036863941,0.016861629486083985,0.002720464656608492,0.1,0.2,auto,linear,"{'C': 0.1, 'epsilon': 0.2, 'gamma': 'auto', 'kernel': 'linear'}",-0.29171844596590285,-0.2701355714540417,-0.2802815265710908,-0.3091389210832501,-0.28521139278469676,-0.28729717157179646,0.01299769176058139,5,-0.2843780581342366,-0.28913704686148056,-0.28647238012435655,-0.27990748421766765,-0.28617590780448965,-0.2852141754284462,0.0030580056323129563
0.11759033203125,0.0037657686319175297,0.052945184707641604,0.005729921205265178,0.1,0.2,auto,rbf,"{'C': 0.1, 'epsilon': 0.2, 'gamma': 'auto', 'kernel': 'rbf'}",-0.27974528873311316,-0.23864266657711528,-0.2676943803908676,-0.29593541969700066,-0.26500390182839667,-0.26940433144529863,0.01886479143978162,2,-0.2536372665247993,-0.26607836183779926,-0.2589936255304513,-0.25290377745201775,-0.25764779227501566,-0.2578521647240167,0.004717349324542097
