group,rmse,mae,r2,plcc,srcc,status
all_data,0.5014454666945131,0.41065408350684357,0.4216088465106105,0.6495497659201918,0.5649700504759849,success
complexity_1,0.1899320313316388,0.13866525911221025,0.8921426083741988,0.9446040541180902,0.9486906955251034,success
complexity_2,0.16914266371538822,0.12614124554968226,0.8394152130872581,0.9162079509165408,0.784479177762991,success
complexity_3,0.21656833557875613,0.1670801579991907,0.7842812458085788,0.8858981633100231,0.5479423105023642,success
degradation_DownSample,0.43592503904603225,0.329564739166891,0.2798749227714946,0.5294546564333928,0.37937137990777503,success
degradation_LocalLoss,0.4288937866990199,0.34439069471845757,0.36553709315733096,0.6238286662216328,0.6017262040148155,success
degradation_Octree,0.3962173876137459,0.2831663097374078,0.5647181108477088,0.7517563354852563,0.7004841327110785,success
degradation_limitlossyG_lossyA,0.5053504511216537,0.40546075822146893,0.5059638291178641,0.7120793426164365,0.6995784333461758,success
degradation_lossy_geom_lossy_attrs,0.49914317261616603,0.4030355554042262,0.4022558149680503,0.6356851636219543,0.5038181684510231,success
