MSE,RMSE,MAE,R2,Adjusted_R2,PLCC,SRCC,CV_RMSE_Mean,CV_RMSE_Std,Intercept
0.1927254004046792,0.4390050118218233,0.3583273497077506,0.33526938107085846,0.32476573697942734,0.5885703653566183,0.5685610296374136,0.4754985021374587,0.014730528112292644,2.8273527552936515
