mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.36245079040527345,0.013534473856423238,0.014550018310546874,0.003844274067437148,,sqrt,1,2,50,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",-0.040786760928378796,-0.03465896784153778,-0.03950515780993774,-0.04446402584780718,-0.0392469275886456,-0.03973236800326142,0.0031472844316158977,65,-0.0055000073859876935,-0.0059084506247615584,-0.005619818669313381,-0.005516871556020341,-0.005991878536051734,-0.005707405354426941,0.00020412381774051146
0.979353666305542,0.043287838895754535,0.037928438186645506,0.003337676348396352,,sqrt,1,2,150,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 150}",-0.040065729654451654,-0.034302354887373716,-0.03858671543200488,-0.043686968509721556,-0.038520094316971565,-0.039032372560104674,0.003018847356100934,61,-0.005346363481703161,-0.005627174725632929,-0.005361647592631341,-0.005197355835598623,-0.005521373268759622,-0.005410782980865135,0.00014911130310342916
1.9200488567352294,0.020053747102453178,0.09805207252502442,0.014910825532264188,,sqrt,1,2,300,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",-0.039990076206465296,-0.034205184729541385,-0.03823139447870121,-0.04357382725974193,-0.03851949430220124,-0.03890399539533022,0.003022117003915939,60,-0.005265450046877776,-0.005522725492805605,-0.005256909605419871,-0.005141822212719808,-0.005436153723141153,-0.0053246122161928425,0.00013651840117417008
0.25845046043395997,0.015719164464805944,0.010768651962280273,0.0041592738766620275,,sqrt,1,10,50,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 50}",-0.03851612593098021,-0.03353942398182222,-0.03633081329916226,-0.04182189218151264,-0.03773609373380073,-0.037588869825455604,0.0027122195668923517,39,-0.01585262602793581,-0.016403515362421933,-0.016013738694194417,-0.015554884594958587,-0.015936339560986553,-0.015952220848099462,0.00027404329059093545
0.7476143360137939,0.04838322004952607,0.024437427520751953,0.0042134776598981285,,sqrt,1,10,150,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 150}",-0.03788377346920775,-0.033165558884242566,-0.036161879856243064,-0.041443897435451314,-0.03758314768267359,-0.03724765146556366,0.002682091310343366,32,-0.01570745500034362,-0.01615773943661618,-0.015895396824411448,-0.015166732432074318,-0.01580640522432722,-0.015746745783554558,0.00032635300434307363
1.636791181564331,0.10235524971162463,0.07352738380432129,0.02496942900246625,,sqrt,1,10,300,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 300}",-0.03791528527676265,-0.032911549079572375,-0.036060038407574976,-0.04150355437113861,-0.03735021146215523,-0.03714812771944077,0.002783222836839736,28,-0.015604219161817163,-0.016047401792994104,-0.015789111878194678,-0.015107716501355159,-0.01571319759194447,-0.015652329385261114,0.0003090030366278294
0.2359480381011963,0.006751915531259763,0.007857894897460938,0.0016449481351633762,,sqrt,4,2,50,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 50}",-0.037486106411943096,-0.032408699666617774,-0.03614384862952192,-0.04057834006970727,-0.03671190352296696,-0.0366657796601514,0.0026221492871660976,19,-0.01973285732962777,-0.020632010823903698,-0.02008433762412573,-0.01932304680565034,-0.01994423327489626,-0.01994329717164076,0.00042970111099635897
0.9122285842895508,0.09195853032930812,0.0296661376953125,0.007114153640999824,,sqrt,4,2,150,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 150}",-0.037233896351777554,-0.0322333469077542,-0.03538053347506053,-0.04059871743217468,-0.03672287521112525,-0.03643387387557844,0.002713795585230204,11,-0.019563796783457238,-0.020425775232480552,-0.019976597977143597,-0.019117717541228083,-0.019686082762648084,-0.01975399405939151,0.00043508095896737053
1.6136817932128906,0.07627997716546202,0.06559476852416993,0.017300615022713708,,sqrt,4,2,300,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 300}",-0.03722990027637488,-0.03211943190979905,-0.03510860899355983,-0.04054360762265244,-0.036663504820551834,-0.036333010724587604,0.002753040845354253,7,-0.01945447913879019,-0.020241356024828495,-0.019958586510806505,-0.019091055937455314,-0.019693227472638457,-0.019687741016903793,0.00039757292351993073
0.24499058723449707,0.018070044002266576,0.009697294235229493,0.0017148564310725278,,sqrt,4,10,50,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50}",-0.03777600316992213,-0.03217048536714046,-0.03508015924687616,-0.0404893667797581,-0.03692924607414659,-0.036489052127568686,0.0027744379259980333,17,-0.020342928886456075,-0.021321065349306775,-0.020976184225674065,-0.020072121390766973,-0.020615803053380895,-0.020665620581116956,0.0004438266838050478
