mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_max_iter,param_solver,param_tol,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.10525727272033691,0.04601105546976168,0.01582198143005371,0.014692271012930995,0.0001,1000,auto,0.0001,"{'alpha': 0.0001, 'max_iter': 1000, 'solver': 'auto', 'tol': 0.0001}",-0.28569015993527436,-0.2866066341953434,-0.2767078276159973,-0.28417867783801787,-0.27994253359498705,-0.28262516663592396,0.003738210427888618,501,-0.2815227024927938,-0.2812648799172735,-0.28372985420782,-0.2818589364515648,-0.2829537781022666,-0.2822660302343437,0.0009312723760383971
0.020966196060180665,0.010140260179270121,0.003910207748413086,0.0023174094152246067,0.0001,1000,auto,0.001,"{'alpha': 0.0001, 'max_iter': 1000, 'solver': 'auto', 'tol': 0.001}",-0.28569015993527436,-0.2866066341953434,-0.2767078276159973,-0.28417867783801787,-0.27994253359498705,-0.28262516663592396,0.003738210427888618,501,-0.2815227024927938,-0.2812648799172735,-0.28372985420782,-0.2818589364515648,-0.2829537781022666,-0.2822660302343437,0.0009312723760383971
0.01044449806213379,0.0017545350437555927,0.0031314373016357424,0.0009267983745986669,0.0001,1000,auto,0.01,"{'alpha': 0.0001, 'max_iter': 1000, 'solver': 'auto', 'tol': 0.01}",-0.28569015993527436,-0.2866066341953434,-0.2767078276159973,-0.28417867783801787,-0.27994253359498705,-0.28262516663592396,0.003738210427888618,501,-0.2815227024927938,-0.2812648799172735,-0.28372985420782,-0.2818589364515648,-0.2829537781022666,-0.2822660302343437,0.0009312723760383971
0.012096548080444336,0.003667299312744954,0.003072023391723633,0.001484942472775547,0.0001,1000,svd,0.0001,"{'alpha': 0.0001, 'max_iter': 1000, 'solver': 'svd', 'tol': 0.0001}",-0.28569015993527413,-0.2866066341953435,-0.2767078276159973,-0.28417867783801787,-0.27994253359498705,-0.28262516663592396,0.003738210427888605,501,-0.2815227024927938,-0.2812648799172735,-0.28372985420782,-0.28185893645156473,-0.28295377810226663,-0.2822660302343437,0.0009312723760384103
0.006850242614746094,0.0027337522917239556,0.002791023254394531,0.0010245915936996544,0.0001,1000,svd,0.001,"{'alpha': 0.0001, 'max_iter': 1000, 'solver': 'svd', 'tol': 0.001}",-0.28569015993527413,-0.2866066341953435,-0.2767078276159973,-0.28417867783801787,-0.27994253359498705,-0.28262516663592396,0.003738210427888605,501,-0.2815227024927938,-0.2812648799172735,-0.28372985420782,-0.28185893645156473,-0.28295377810226663,-0.2822660302343437,0.0009312723760384103
0.008448266983032226,0.002853142843987415,0.00224156379699707,0.0015442151603589694,0.0001,1000,svd,0.01,"{'alpha': 0.0001, 'max_iter': 1000, 'solver': 'svd', 'tol': 0.01}",-0.28569015993527413,-0.2866066341953435,-0.2767078276159973,-0.28417867783801787,-0.27994253359498705,-0.28262516663592396,0.003738210427888605,501,-0.2815227024927938,-0.2812648799172735,-0.28372985420782,-0.28185893645156473,-0.28295377810226663,-0.2822660302343437,0.0009312723760384103
0.006024932861328125,0.0019275450301863568,0.0019089698791503907,0.0007886172663607848,0.0001,1000,cholesky,0.0001,"{'alpha': 0.0001, 'max_iter': 1000, 'solver': 'cholesky', 'tol': 0.0001}",-0.28569015993527436,-0.2866066341953434,-0.2767078276159973,-0.28417867783801787,-0.27994253359498705,-0.28262516663592396,0.003738210427888618,501,-0.2815227024927938,-0.2812648799172735,-0.28372985420782,-0.2818589364515648,-0.2829537781022666,-0.2822660302343437,0.0009312723760383971
0.007126331329345703,0.0032664382423866177,0.001473855972290039,0.0005634427674671909,0.0001,1000,cholesky,0.001,"{'alpha': 0.0001, 'max_iter': 1000, 'solver': 'cholesky', 'tol': 0.001}",-0.28569015993527436,-0.2866066341953434,-0.2767078276159973,-0.28417867783801787,-0.27994253359498705,-0.28262516663592396,0.003738210427888618,501,-0.2815227024927938,-0.2812648799172735,-0.28372985420782,-0.2818589364515648,-0.2829537781022666,-0.2822660302343437,0.0009312723760383971
0.005751800537109375,0.004885388695428152,0.002464771270751953,0.0008137341995039913,0.0001,1000,cholesky,0.01,"{'alpha': 0.0001, 'max_iter': 1000, 'solver': 'cholesky', 'tol': 0.01}",-0.28569015993527436,-0.2866066341953434,-0.2767078276159973,-0.28417867783801787,-0.27994253359498705,-0.28262516663592396,0.003738210427888618,501,-0.2815227024927938,-0.2812648799172735,-0.28372985420782,-0.2818589364515648,-0.2829537781022666,-0.2822660302343437,0.0009312723760383971
0.005002069473266602,0.002161216640102084,0.0015353679656982422,0.0008785454824851637,0.0001,1000,lsqr,0.0001,"{'alpha': 0.0001, 'max_iter': 1000, 'solver': 'lsqr', 'tol': 0.0001}",-0.2856901599348342,-0.28660663419531157,-0.27670782761627016,-0.2841786778388321,-0.2799425335950358,-0.28262516663605675,0.0037382104277839693,545,-0.2815227024927938,-0.2812648799172735,-0.28372985420782,-0.2818589364515648,-0.28295377810226663,-0.2822660302343437,0.0009312723760384054
0.007898330688476562,0.0012445198984650926,0.0029153823852539062,0.0015782270296436527,0.0001,1000,lsqr,0.001,"{'alpha': 0.0001, 'max_iter': 1000, 'solver': 'lsqr', 'tol': 0.001}",-0.2856901599348342,-0.28660663419531157,-0.27670782761627016,-0.2841786778388321,-0.2799425335950358,-0.28262516663605675,0.0037382104277839693,545,-0.2815227024927938,-0.2812648799172735,-0.28372985420782,-0.2818589364515648,-0.28295377810226663,-0.2822660302343437,0.0009312723760384054
