MSE,RMSE,MAE,R2,Adjusted_R2,PLCC,SRCC,CV_RMSE_Mean,CV_RMSE_Std,Intercept
0.06744584825532969,0.25970338514414804,0.20509445977916516,0.6214238158898364,0.6186313677457151,0.7883431274510612,0.7318368111967077,0.26227018602317403,0.007887526147551283,3.018552841424715
