mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_batch_size,param_early_stopping,param_hidden_layer_sizes,param_learning_rate,param_learning_rate_init,param_max_iter,param_n_iter_no_change,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
2.0528499126434325,0.30954265649913554,0.007375478744506836,0.010002942382627727,relu,0.0001,32,True,"(16,)",constant,0.001,300,10,adam,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 32, 'early_stopping': True, 'hidden_layer_sizes': (16,), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 300, 'n_iter_no_change': 10, 'solver': 'adam'}",-0.043887734303783,-0.044419715760913456,-0.05096963391754866,-0.051046298301768676,-0.04956397083975689,-0.04797747062475414,0.0031708450060011994,319,-0.04633113257226727,-0.04587730562869558,-0.043470003302119815,-0.04542547474665276,-0.04241479961732601,-0.04470374317341229,0.0015038562583394705
3.358739137649536,0.16181902565815737,0.0072804450988769535,0.00881546745009385,relu,0.0001,32,True,"(16,)",constant,0.001,300,10,sgd,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 32, 'early_stopping': True, 'hidden_layer_sizes': (16,), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 300, 'n_iter_no_change': 10, 'solver': 'sgd'}",-0.05013158096764647,-0.04948011928709034,-0.054630539040762614,-0.05607290487290345,-0.0565728043146122,-0.05337758969660302,0.0029923519403724547,694,-0.052190532054082354,-0.05220489760104145,-0.04957998840381177,-0.05124150361862445,-0.04909199373988868,-0.050861783083489744,0.0013029865724931112
1.9279852390289307,0.2674800810755191,0.0010043144226074218,0.00018160289176118445,relu,0.0001,32,True,"(16,)",constant,0.001,700,10,adam,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 32, 'early_stopping': True, 'hidden_layer_sizes': (16,), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 700, 'n_iter_no_change': 10, 'solver': 'adam'}",-0.043887734303783,-0.044419715760913456,-0.05096963391754866,-0.051046298301768676,-0.04956397083975689,-0.04797747062475414,0.0031708450060011994,319,-0.04633113257226727,-0.04587730562869558,-0.043470003302119815,-0.04542547474665276,-0.04241479961732601,-0.04470374317341229,0.0015038562583394705
3.396036672592163,0.44251465062944056,0.0009790420532226562,0.00018756955576962876,relu,0.0001,32,True,"(16,)",constant,0.001,700,10,sgd,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 32, 'early_stopping': True, 'hidden_layer_sizes': (16,), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 700, 'n_iter_no_change': 10, 'solver': 'sgd'}",-0.05013158096764647,-0.04948011928709034,-0.05430051543758326,-0.05607290487290345,-0.0543864097494585,-0.0528743060629364,0.002592088343552679,689,-0.052190532054082354,-0.05220489760104145,-0.04869559480730304,-0.05124150361862445,-0.04789426845117145,-0.050445359306444545,0.0018080480662516162
0.7299688339233399,0.10045729999868548,0.0009033679962158203,1.807458151318685e-05,relu,0.0001,32,True,"(16,)",constant,0.01,300,10,adam,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 32, 'early_stopping': True, 'hidden_layer_sizes': (16,), 'learning_rate': 'constant', 'learning_rate_init': 0.01, 'max_iter': 300, 'n_iter_no_change': 10, 'solver': 'adam'}",-0.04386402363108761,-0.04582268684593405,-0.050175699170402134,-0.05145810513591178,-0.05338639753893687,-0.048941382464454494,0.0035530669802786275,501,-0.046183777372979955,-0.04823176911437498,-0.045635980003372746,-0.04729991414463562,-0.0462981294704401,-0.04672991402116068,0.0009232403407321297
0.8284261703491211,0.24019689952496281,0.0008856773376464844,1.350165066019177e-05,relu,0.0001,32,True,"(16,)",constant,0.01,300,10,sgd,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 32, 'early_stopping': True, 'hidden_layer_sizes': (16,), 'learning_rate': 'constant', 'learning_rate_init': 0.01, 'max_iter': 300, 'n_iter_no_change': 10, 'solver': 'sgd'}",-0.042617841692561685,-0.0449904338986573,-0.04977472024126278,-0.051643931602131314,-0.04967507580297264,-0.047740400647517146,0.0033740748494096666,249,-0.04572871665519707,-0.04767846278008807,-0.04499442026236402,-0.04620464249774788,-0.04413361814093965,-0.04574797206726734,0.001192450583242681
0.726584529876709,0.10109660877326698,0.0010309696197509765,0.00021771866653970946,relu,0.0001,32,True,"(16,)",constant,0.01,700,10,adam,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 32, 'early_stopping': True, 'hidden_layer_sizes': (16,), 'learning_rate': 'constant', 'learning_rate_init': 0.01, 'max_iter': 700, 'n_iter_no_change': 10, 'solver': 'adam'}",-0.04386402363108761,-0.04582268684593405,-0.050175699170402134,-0.05145810513591178,-0.05338639753893687,-0.048941382464454494,0.0035530669802786275,501,-0.046183777372979955,-0.04823176911437498,-0.045635980003372746,-0.04729991414463562,-0.0462981294704401,-0.04672991402116068,0.0009232403407321297
0.8274024486541748,0.28916769663267583,0.0013134002685546875,0.00028189850585244944,relu,0.0001,32,True,"(16,)",constant,0.01,700,10,sgd,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 32, 'early_stopping': True, 'hidden_layer_sizes': (16,), 'learning_rate': 'constant', 'learning_rate_init': 0.01, 'max_iter': 700, 'n_iter_no_change': 10, 'solver': 'sgd'}",-0.042617841692561685,-0.0449904338986573,-0.04977472024126278,-0.051643931602131314,-0.04967507580297264,-0.047740400647517146,0.0033740748494096666,249,-0.04572871665519707,-0.04767846278008807,-0.04499442026236402,-0.04620464249774788,-0.04413361814093965,-0.04574797206726734,0.001192450583242681
1.7962671279907227,0.23071482572304974,0.001055431365966797,0.0002776911209732207,relu,0.0001,32,True,"(16,)",adaptive,0.001,300,10,adam,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 32, 'early_stopping': True, 'hidden_layer_sizes': (16,), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'max_iter': 300, 'n_iter_no_change': 10, 'solver': 'adam'}",-0.043887734303783,-0.044419715760913456,-0.05096963391754866,-0.051046298301768676,-0.04956397083975689,-0.04797747062475414,0.0031708450060011994,319,-0.04633113257226727,-0.04587730562869558,-0.043470003302119815,-0.04542547474665276,-0.04241479961732601,-0.04470374317341229,0.0015038562583394705
3.437162446975708,0.1100658708456091,0.0015594005584716798,0.0002769978860116586,relu,0.0001,32,True,"(16,)",adaptive,0.001,300,10,sgd,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 32, 'early_stopping': True, 'hidden_layer_sizes': (16,), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'max_iter': 300, 'n_iter_no_change': 10, 'solver': 'sgd'}",-0.0495018318798313,-0.04948011928709034,-0.054630539040762614,-0.05607290487290345,-0.0565728043146122,-0.05325163987903998,0.003136126906817967,691,-0.05170664078551654,-0.05220489760104145,-0.04957998840381177,-0.05124150361862445,-0.04909199373988868,-0.05076500482977657,0.0012157508460495473
