MSE,RMSE,MAE,R2,Adjusted_R2,PLCC,SRCC,CV_RMSE_Mean,CV_RMSE_Std,Intercept
0.22165512234558807,0.4708026362984686,0.36664606353127993,0.16003328528136218,0.14876936381961803,0.4171657999515442,0.3472471819260393,0.46389489506773646,0.015687360984125896,3.274456261961324
