MSE,RMSE,MAE,R2,Adjusted_R2,PLCC,SRCC,CV_RMSE_Mean,CV_RMSE_Std,Intercept
0.28127816573602343,0.5303566401356953,0.4438220290509577,0.35299111562200924,0.3514058645927317,0.594270332661575,0.5416705149237916,0.5316133591779492,0.0035217949894243016,2.940664688081971
