group,rmse,mae,r2,plcc,srcc,status
all_data,0.5039532540833377,0.41557814408509847,0.4158091767470222,0.6459344109608112,0.5627063924591009,success
complexity_1,0.19226335587529234,0.14160226109232946,0.8894785627135645,0.9431431192521083,0.9474528445017658,success
complexity_2,0.1694986231143553,0.12625408075595548,0.8387386030456391,0.9160794353633516,0.7750900246788269,success
complexity_3,0.22290509291713273,0.17167121872295696,0.7714727631632626,0.8787693251548738,0.5653450753408171,success
degradation_DownSample,0.458366512817431,0.34528888860867624,0.2038221929619114,0.4672083362890361,0.3334894038175664,success
degradation_LocalLoss,0.4438257243594731,0.3565723956803955,0.32059041701420743,0.5725409806574263,0.5502182012524919,success
degradation_Octree,0.40320098897616147,0.29704412502404215,0.5492386045311731,0.7460819256235424,0.6988453590235171,success
degradation_limitlossyG_lossyA,0.49599095508270336,0.4060967271237881,0.5240942577356879,0.725610646919066,0.7157480394955795,success
degradation_lossy_geom_lossy_attrs,0.5113975490327127,0.41432326215786647,0.3725453037254228,0.6183550840747867,0.4962569629551435,success
