mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_l1_ratio,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.032546186447143556,0.005849898464796655,0.0030632495880126955,0.001417678342572532,0.0001,0.1,"{'alpha': 0.0001, 'l1_ratio': 0.1}",-0.04189186846536929,-0.03645018495341063,-0.040568749669523035,-0.04492587136736975,-0.04170241645876181,-0.041107818182886904,0.0027397063432819087,2,-0.040701064929466346,-0.04203065152891535,-0.04103104078476465,-0.039920666198609386,-0.04073714063305477,-0.040884112814962105,0.0006810984633816807
0.03434123992919922,0.009761149824823652,0.0018680572509765625,0.0011396923751815966,0.0001,0.3,"{'alpha': 0.0001, 'l1_ratio': 0.3}",-0.04189039934183217,-0.036454502612520395,-0.04057145114621556,-0.04492543294063527,-0.04169724915862265,-0.04110780703996521,0.002737702685789427,1,-0.04070138791542728,-0.04203096139743507,-0.04103136479210176,-0.03992099769550382,-0.04073746961606291,-0.040884436283306166,0.0006810914245173674
0.03168573379516602,0.004219189188714631,0.003096866607666016,0.0038528373613154533,0.0001,0.5,"{'alpha': 0.0001, 'l1_ratio': 0.5}",-0.04188905294456658,-0.03645894963589266,-0.04057429221300504,-0.044925148625860604,-0.04169219866995047,-0.04110792841785507,0.002735707173086445,3,-0.04070184120576759,-0.04203140308950424,-0.04103182218768029,-0.03992146456051228,-0.04073792730485833,-0.04088489166966455,0.0006810836665861958
0.027145814895629884,0.006110997962090115,0.0017223834991455078,0.0009954780603174474,0.0001,0.7,"{'alpha': 0.0001, 'l1_ratio': 0.7}",-0.04188783102888943,-0.03646352685560537,-0.04057727945016052,-0.04492502049844855,-0.04168726588116944,-0.04110818474285466,0.0027337200222648057,4,-0.040702426489399375,-0.04203197804502409,-0.041032415426452515,-0.03992206859161257,-0.04073851542782794,-0.040885480796063293,0.0006810751062571092
0.026006650924682618,0.006663687219513388,0.0023358821868896484,0.0019120506598552006,0.0001,0.9,"{'alpha': 0.0001, 'l1_ratio': 0.9}",-0.04188673533157905,-0.03646824369980725,-0.040580412301427435,-0.04492505051731084,-0.041682453380879184,-0.04110857904620076,0.002731738848555876,5,-0.04070314534269832,-0.04203268889490825,-0.04103314592051463,-0.039922811468558785,-0.04073923555052504,-0.040886205435441005,0.0006810660627336953
0.01941542625427246,0.0033324011761296846,0.002420997619628906,0.0025521353360900517,0.0001,1.0,"{'alpha': 0.0001, 'l1_ratio': 1.0}",-0.04188623524273329,-0.03647064428903123,-0.04058203508779964,-0.044925124223334376,-0.041680090993411606,-0.04110882596726202,0.00273075371287679,6,-0.04070355568907152,-0.04203309428370875,-0.04103356348905067,-0.039923234127206206,-0.0407396459377085,-0.04088661870534913,0.000681061220301427
0.017321395874023437,0.0012964088880366184,0.0008145809173583984,8.747156249485057e-05,0.001,0.1,"{'alpha': 0.001, 'l1_ratio': 0.1}",-0.041910887671947124,-0.03652829240864949,-0.040602531472534516,-0.044946446388099165,-0.04164375098395877,-0.041126381785037816,0.002716352665222787,7,-0.04072327574509192,-0.04205040431143291,-0.041052607347473326,-0.03994301242834271,-0.04076081010153091,-0.04090602198677435,0.0006801423767209162
0.01423344612121582,0.004026017019911073,0.001220369338989258,0.0007354718242668535,0.001,0.3,"{'alpha': 0.001, 'l1_ratio': 0.3}",-0.04192156368221319,-0.03659089123350346,-0.040655146049639865,-0.04497194537392868,-0.041621298886654154,-0.04115216904518787,0.002700186262120232,8,-0.04075206773660826,-0.04207789580615045,-0.041081414797051595,-0.03997244894562195,-0.040790144188751466,-0.04093479429483675,0.0006794997948881611
0.014208030700683594,0.005456156768738769,0.0007768154144287109,9.969003548978651e-05,0.001,0.5,"{'alpha': 0.001, 'l1_ratio': 0.5}",-0.041945375108865306,-0.0366673363864188,-0.040722880441116445,-0.04501384628950409,-0.041611588536183124,-0.041192205352417556,0.002684875841475542,9,-0.04079470332784259,-0.042118954720973906,-0.04112436922717305,-0.040016287262214664,-0.0408332543828947,-0.04097751378421978,0.0006786222509851407
0.014843416213989259,0.004384698805456368,0.0011103630065917968,0.0004758018077639826,0.001,0.7,"{'alpha': 0.001, 'l1_ratio': 0.7}",-0.041983971045701174,-0.0367587185287761,-0.04080939593351644,-0.0450742160984404,-0.04161627164087136,-0.041248514649461096,0.0026707013065573183,10,-0.040852902954350574,-0.0421754611766132,-0.04118277393480312,-0.040076345736365315,-0.040891869098813954,-0.04103587058018923,0.0006775173544217701
0.009951162338256835,0.0011688589091094288,0.000834798812866211,0.00011844932549343802,0.001,0.9,"{'alpha': 0.001, 'l1_ratio': 0.9}",-0.04203930946576164,-0.03686664236671581,-0.04091479532737801,-0.04515538885640806,-0.04163725890522623,-0.04132267898429796,0.0026579998552370048,11,-0.04092871521359824,-0.04224924457248892,-0.04125902709794772,-0.040154677779449824,-0.04096796346236302,-0.04111192562516954,0.0006761283648225791
0.009193706512451171,0.0013712371627215487,0.001042318344116211,0.0005293723290333702,0.001,1.0,"{'alpha': 0.001, 'l1_ratio': 1.0}",-0.0420739394291167,-0.03692751357009828,-0.04097533793711252,-0.04520476050968122,-0.04165453587408833,-0.04136721746401941,0.0026522927689578307,12,-0.04097393585406921,-0.04229334582068249,-0.04130457360471555,-0.04020156617563669,-0.04101324424403429,-0.04115733313982765,0.0006752912304653053
