MSE,RMSE,MAE,R2,Adjusted_R2,PLCC,SRCC,CV_RMSE_Mean,CV_RMSE_Std,Intercept
0.2076166415282103,0.455649691680144,0.3495304038031206,0.4243404699236737,0.41501265346410365,0.652577626659141,0.654601453233334,0.44642934554812125,0.009288232972960138,2.909242141467246
