MSE,RMSE,MAE,R2,Adjusted_R2,PLCC,SRCC,CV_RMSE_Mean,CV_RMSE_Std,Intercept
0.2810654823479314,0.5301560924368703,0.4357406512882679,0.3256698112138754,0.32005707480305157,0.5716007479165606,0.4800300511096118,0.522194935216666,0.01268689907965972,2.9933128333290426
