MSE,RMSE,MAE,R2,Adjusted_R2,PLCC,SRCC,CV_RMSE_Mean,CV_RMSE_Std,Intercept
0.1184005464274804,0.3440938046920932,0.2628624538557101,0.4554325330078346,0.45143256210652793,0.6756644822216165,0.523427485414262,0.349374947283063,0.005365074270026408,3.418103025249452
