mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_l1_ratio,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.01621899604797363,0.0031221687519213484,0.0012022972106933594,0.00048593780657482454,0.0001,0.1,"{'alpha': 0.0001, 'l1_ratio': 0.1}",-0.2867489760880485,-0.26906490731608107,-0.2757360086984884,-0.3033426982414228,-0.27930569944592176,-0.2828396579579925,0.011733302006851094,10,-0.2796530232768645,-0.28430088288919436,-0.2825452003188192,-0.2755116716808677,-0.28161562523269573,-0.28072528067968827,0.0030073645208747966
0.01595311164855957,0.003525932433211564,0.0011800289154052734,0.0005082781847113546,0.0001,0.3,"{'alpha': 0.0001, 'l1_ratio': 0.3}",-0.28675771742811207,-0.26904266482396777,-0.27574702651804117,-0.30332794438199123,-0.27931382745653355,-0.28283783612172914,0.011732135142556938,8,-0.27965335708322137,-0.2843012444808098,-0.2825455318328309,-0.27551202376304396,-0.2816159642066109,-0.2807256242733034,0.0030073648198347745
0.015668582916259766,0.0027223892845957046,0.0010244369506835938,0.00036897418972089497,0.0001,0.5,"{'alpha': 0.0001, 'l1_ratio': 0.5}",-0.286766575054214,-0.26902043037202067,-0.27575820111308114,-0.30331323596657667,-0.27932210568190957,-0.28283610963756034,0.011730978369560583,7,-0.27965379021924025,-0.284301691742522,-0.2825459697966873,-0.2755124638769393,-0.28161641305975094,-0.2807260657390279,0.0030073672743506667
0.01804213523864746,0.004798216123928296,0.00130462646484375,0.00039116917109375426,0.0001,0.7,"{'alpha': 0.0001, 'l1_ratio': 0.7}",-0.2867755445283955,-0.26899819702105576,-0.2757695442702093,-0.30329856969389696,-0.2793305364231228,-0.28283447838733605,0.011729830525171781,6,-0.27965432335492585,-0.2843022261133557,-0.28254651610978593,-0.2755129934656655,-0.28161697326145024,-0.28072660646103664,0.0030073719953505372
0.01591010093688965,0.0056975114620961215,0.0011313915252685546,0.00048367131851943747,0.0001,0.9,"{'alpha': 0.0001, 'l1_ratio': 0.9}",-0.2867846339521844,-0.2689759828874188,-0.27578103974673146,-0.30328395995507645,-0.2793391200186205,-0.2828329473120063,0.011728695050675066,4,-0.27965495867063733,-0.28430284814637585,-0.2825471714501467,-0.27551361313185196,-0.2816176462053117,-0.2807272475208647,0.0030073789145836616
0.015711259841918946,0.004188497207986237,0.0010433197021484375,0.0006148747206745509,0.0001,1.0,"{'alpha': 0.0001, 'l1_ratio': 1.0}",-0.28678922169419596,-0.2689648762274297,-0.27578685024425137,-0.30327667120011725,-0.27934347202179727,-0.28283221827755833,0.011728130865906178,3,-0.27965531473556166,-0.28430319267632126,-0.2825475407047748,-0.27551395740016554,-0.28161802556052495,-0.28072760621546966,0.0030073832373557433
0.014275360107421874,0.006698142646961784,0.003972482681274414,0.003936378452033143,0.001,0.1,"{'alpha': 0.001, 'l1_ratio': 0.1}",-0.2869076926949527,-0.26858058793431455,-0.2760146881960229,-0.3030049281453907,-0.2795500289436637,-0.2828115851828689,0.01169534982112322,1,-0.2796918039275096,-0.2843570273165368,-0.28258000300091335,-0.2755622654028555,-0.28165128454355814,-0.28076847683827466,0.003006743523632577
0.01392054557800293,0.004778395854419136,0.000750589370727539,2.2460194373276746e-05,0.001,0.3,"{'alpha': 0.001, 'l1_ratio': 0.3}",-0.28700171974946137,-0.26839287525345645,-0.2761466553809204,-0.3028914629186924,-0.2796533723468371,-0.28281721712987357,0.011688056746857042,2,-0.279721831047803,-0.2843904024628779,-0.28261001442877925,-0.27559457728945536,-0.2816819939789944,-0.280799763841582,0.003006789951522806
0.010081291198730469,0.0028262422480409364,0.0011309146881103515,0.000718390455687014,0.001,0.5,"{'alpha': 0.001, 'l1_ratio': 0.5}",-0.287105263908892,-0.2682086113805945,-0.27629520538510305,-0.30278502628736026,-0.27977273208306797,-0.28283336780900353,0.011681749285476857,5,-0.27976303673610053,-0.28443429889310945,-0.2826520722068835,-0.27563753431532234,-0.28172513244500086,-0.28084241491928336,0.0030070423865992462
0.011700916290283202,0.002530651841609062,0.0020621776580810546,0.0009708913520893552,0.001,0.7,"{'alpha': 0.001, 'l1_ratio': 0.7}",-0.28710236168808684,-0.26802865064898224,-0.2764621608821048,-0.3026868273250685,-0.2799097454705889,-0.28283794920296623,0.011667935155982807,9,-0.27979322866715983,-0.2844901009469156,-0.2827077076833017,-0.2756925287003388,-0.2817822197189777,-0.28089315714333873,0.0030092327761880224
0.007766532897949219,0.0006984871503602782,0.0018414020538330077,0.0011976406477814045,0.001,0.9,"{'alpha': 0.001, 'l1_ratio': 0.9}",-0.287156549885898,-0.2678541782345402,-0.27662222979910317,-0.30259834354038345,-0.28006641114944403,-0.28285954252187373,0.011661484881400565,11,-0.27984043224644223,-0.2845593262299237,-0.2827691625782173,-0.2757610903055069,-0.28185503533074113,-0.28095700933816625,0.003010360643946949
0.008110952377319337,0.001933882046832868,0.001482391357421875,0.0004476907902082854,0.001,1.0,"{'alpha': 0.001, 'l1_ratio': 1.0}",-0.2872020671591523,-0.26776939337080513,-0.27666559691179926,-0.30255819537851847,-0.2801528633821054,-0.28286962324047604,0.011664455513012564,12,-0.2798707663344896,-0.28459952552045037,-0.28278963493918596,-0.27580108998598113,-0.2818979920277679,-0.280991801761575,0.003008962107421252
