MSE,RMSE,MAE,R2,Adjusted_R2,PLCC,SRCC,CV_RMSE_Mean,CV_RMSE_Std,Intercept
0.04232350952850011,0.2057267836925958,0.14978612611918762,0.8734578642721419,0.8725155292188493,0.9348482667134866,0.9447915766646784,0.20263611559610667,0.0068245947883975935,2.376265220077369
