MSE,RMSE,MAE,R2,Adjusted_R2,PLCC,SRCC,CV_RMSE_Mean,CV_RMSE_Std,Intercept
0.27916153933793875,0.5283573973532866,0.4455420805195989,0.4599561608971173,0.45351611511565193,0.679117097817916,0.6860292223798925,0.5317216944864205,0.010960325451487743,2.671535008523377
