mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_batch_size,param_early_stopping,param_hidden_layer_sizes,param_learning_rate,param_learning_rate_init,param_max_iter,param_n_iter_no_change,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.8783838272094726,0.08094875241899137,0.002053976058959961,0.0015948105860957456,relu,0.0001,32,True,"(16,)",constant,0.001,300,10,adam,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 32, 'early_stopping': True, 'hidden_layer_sizes': (16,), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 300, 'n_iter_no_change': 10, 'solver': 'adam'}",-0.2266819970826289,-0.21428217168042024,-0.25845357109296996,-0.23834531722390956,-0.22320077678529698,-0.23219276677304515,0.015228247461033372,139,-0.21656416935443842,-0.22114581043594214,-0.21120401828916305,-0.2188188837728346,-0.2176668161698525,-0.21707993960444613,0.0033073290370447444
0.6453673839569092,0.06921514179878643,0.0016828536987304687,0.0005841204896048645,relu,0.0001,32,True,"(16,)",constant,0.001,300,10,sgd,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 32, 'early_stopping': True, 'hidden_layer_sizes': (16,), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 300, 'n_iter_no_change': 10, 'solver': 'sgd'}",-0.23406948127313987,-0.2158458853080474,-0.2569229526075293,-0.23523977947908697,-0.21538608969135392,-0.2314928376718315,0.0153076703621359,69,-0.22121541848362572,-0.2268252667276118,-0.2143666272681115,-0.22160364421311984,-0.22517539150653554,-0.2218372696398009,0.004295927133723084
1.03411922454834,0.17011756428084596,0.0011904239654541016,0.00040579332445098745,relu,0.0001,32,True,"(16,)",constant,0.001,700,10,adam,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 32, 'early_stopping': True, 'hidden_layer_sizes': (16,), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 700, 'n_iter_no_change': 10, 'solver': 'adam'}",-0.2266819970826289,-0.21428217168042024,-0.25845357109296996,-0.23834531722390956,-0.22320077678529698,-0.23219276677304515,0.015228247461033372,139,-0.21656416935443842,-0.22114581043594214,-0.21120401828916305,-0.2188188837728346,-0.2176668161698525,-0.21707993960444613,0.0033073290370447444
0.8768872261047364,0.06935378082446045,0.005953311920166016,0.007708517754055314,relu,0.0001,32,True,"(16,)",constant,0.001,700,10,sgd,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 32, 'early_stopping': True, 'hidden_layer_sizes': (16,), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 700, 'n_iter_no_change': 10, 'solver': 'sgd'}",-0.23406948127313987,-0.2158458853080474,-0.2569229526075293,-0.23523977947908697,-0.21538608969135392,-0.2314928376718315,0.0153076703621359,69,-0.22121541848362572,-0.2268252667276118,-0.2143666272681115,-0.22160364421311984,-0.22517539150653554,-0.2218372696398009,0.004295927133723084
0.43560094833374025,0.06745496722443009,0.005920600891113281,0.0070724628317434144,relu,0.0001,32,True,"(16,)",constant,0.01,300,10,adam,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 32, 'early_stopping': True, 'hidden_layer_sizes': (16,), 'learning_rate': 'constant', 'learning_rate_init': 0.01, 'max_iter': 300, 'n_iter_no_change': 10, 'solver': 'adam'}",-0.23459199268223366,-0.2213152054523526,-0.26881038832657955,-0.2532300537778435,-0.22317765652897137,-0.24022505935359612,0.018254746616832598,617,-0.21746600997768914,-0.22149263755565904,-0.210246497717871,-0.2267029040531005,-0.2194422525085272,-0.21907006036256935,0.005379515692629273
0.4039169788360596,0.14678704256543562,0.0028354167938232423,0.0021158914639265425,relu,0.0001,32,True,"(16,)",constant,0.01,300,10,sgd,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 32, 'early_stopping': True, 'hidden_layer_sizes': (16,), 'learning_rate': 'constant', 'learning_rate_init': 0.01, 'max_iter': 300, 'n_iter_no_change': 10, 'solver': 'sgd'}",-0.23475996941772762,-0.21887845939367914,-0.26463285755362476,-0.22718024821375893,-0.2215264076571563,-0.23339558844718936,0.016540153925890106,205,-0.22449560256876155,-0.22585928939866548,-0.21612424170570174,-0.22152048332248134,-0.22113523818409586,-0.2218269710359412,0.0033607956351769993
0.2946587562561035,0.08580803824877448,0.001741647720336914,0.00019868998194195922,relu,0.0001,32,True,"(16,)",constant,0.01,700,10,adam,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 32, 'early_stopping': True, 'hidden_layer_sizes': (16,), 'learning_rate': 'constant', 'learning_rate_init': 0.01, 'max_iter': 700, 'n_iter_no_change': 10, 'solver': 'adam'}",-0.23459199268223366,-0.2213152054523526,-0.26881038832657955,-0.2532300537778435,-0.22317765652897137,-0.24022505935359612,0.018254746616832598,617,-0.21746600997768914,-0.22149263755565904,-0.210246497717871,-0.2267029040531005,-0.2194422525085272,-0.21907006036256935,0.005379515692629273
0.27582659721374514,0.14127388825044848,0.0017246723175048829,0.0007340186007065333,relu,0.0001,32,True,"(16,)",constant,0.01,700,10,sgd,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 32, 'early_stopping': True, 'hidden_layer_sizes': (16,), 'learning_rate': 'constant', 'learning_rate_init': 0.01, 'max_iter': 700, 'n_iter_no_change': 10, 'solver': 'sgd'}",-0.23475996941772762,-0.21887845939367914,-0.26463285755362476,-0.22718024821375893,-0.2215264076571563,-0.23339558844718936,0.016540153925890106,205,-0.22449560256876155,-0.22585928939866548,-0.21612424170570174,-0.22152048332248134,-0.22113523818409586,-0.2218269710359412,0.0033607956351769993
0.8479909896850586,0.13587846123355737,0.0014159679412841797,0.0007824508818886525,relu,0.0001,32,True,"(16,)",adaptive,0.001,300,10,adam,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 32, 'early_stopping': True, 'hidden_layer_sizes': (16,), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'max_iter': 300, 'n_iter_no_change': 10, 'solver': 'adam'}",-0.2266819970826289,-0.21428217168042024,-0.25845357109296996,-0.23834531722390956,-0.22320077678529698,-0.23219276677304515,0.015228247461033372,139,-0.21656416935443842,-0.22114581043594214,-0.21120401828916305,-0.2188188837728346,-0.2176668161698525,-0.21707993960444613,0.0033073290370447444
0.9596205234527588,0.059409948628225955,0.001691150665283203,0.00048284746783995407,relu,0.0001,32,True,"(16,)",adaptive,0.001,300,10,sgd,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 32, 'early_stopping': True, 'hidden_layer_sizes': (16,), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'max_iter': 300, 'n_iter_no_change': 10, 'solver': 'sgd'}",-0.23406948127313987,-0.2158458853080474,-0.2569229526075293,-0.23523977947908697,-0.2163103027602728,-0.23167768028561525,0.01511644840201426,85,-0.22121541848362572,-0.2268252667276118,-0.2143666272681115,-0.22160364421311984,-0.22421748482663834,-0.22164568830382145,0.004162061974269303
