mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.30438923835754395,0.015193537414043888,0.010931825637817383,0.0021743024302811817,,sqrt,1,2,50,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",-0.2638870871152704,-0.25953424947678466,-0.26114088748860953,-0.28437383606835376,-0.2954401289617108,-0.27287523782214584,0.014407330597156742,71,-0.04009847267854436,-0.0387973919695569,-0.03956203981079303,-0.038581412644380426,-0.03787855177730808,-0.03898357377611656,0.00077396296742581
0.9041218757629395,0.06263099295110072,0.029059314727783205,0.004508828541179453,,sqrt,1,2,150,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 150}",-0.26202369201062653,-0.25585970087814375,-0.2571597060760026,-0.276400270839426,-0.29155197409714956,-0.2685990687802696,0.013594710069300436,67,-0.03792185400611936,-0.03734103618081806,-0.03760874949092787,-0.03728875345577373,-0.03631627191266625,-0.03729533300926106,0.000538785885443301
1.875009822845459,0.09622022773344817,0.07942333221435546,0.015364405552608797,,sqrt,1,2,300,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",-0.26271197743038116,-0.25334919844361786,-0.2557400961499775,-0.27655727249499495,-0.2868341856404216,-0.2670385460318786,0.012776900281214247,61,-0.03706817744087216,-0.036959295966625935,-0.0371431127414717,-0.036661645479137334,-0.03616962860462008,-0.036800372046545446,0.00035539557554912414
0.276422119140625,0.021264334576375252,0.007146596908569336,0.0007717680039552504,,sqrt,1,10,50,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 50}",-0.25480727217146,-0.2481770589670163,-0.24902355957152258,-0.26322313353935367,-0.2729666955278289,-0.2576395439554363,0.009358350500840988,50,-0.1080371503159634,-0.10845851776060673,-0.10907472052250898,-0.10749934517587016,-0.1061778455498189,-0.10784951586495364,0.000982274666578138
0.7759554862976075,0.024912995123641715,0.024806451797485352,0.00591257450566946,,sqrt,1,10,150,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 150}",-0.25035404435116265,-0.24405619352435817,-0.2442803677976201,-0.2617342734895111,-0.271197453406044,-0.2543244665137392,0.010598948319892538,40,-0.10663884027894623,-0.10738103545174084,-0.10727239840676268,-0.10592030854807535,-0.10464558967045817,-0.10637163447119664,0.0010084235909450657
1.4627624034881592,0.0640356587302686,0.042721891403198244,0.0032668168992605606,,sqrt,1,10,300,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 300}",-0.25013564165046454,-0.24229436855989067,-0.2439377709122277,-0.2615764723416248,-0.270295482996429,-0.25364794729212736,0.010728741965065819,36,-0.1059625153522674,-0.107108183265795,-0.10684453691236154,-0.10562439624306148,-0.10445199282094973,-0.10599832491888703,0.0009465841985664777
0.2107553005218506,0.009258461782932789,0.007607793807983399,0.0023680025253308688,,sqrt,4,2,50,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 50}",-0.24826502134864561,-0.2419964777449097,-0.24292061381309088,-0.26456043503007654,-0.2698804359277014,-0.25352459677288486,0.011509199077912853,34,-0.13100643559835862,-0.13112091062046544,-0.13205820453507774,-0.1282627353603275,-0.1291761199525158,-0.130324881213349,0.0013910202649777314
0.6673399448394776,0.031374331982854595,0.020461034774780274,0.004149706891353016,,sqrt,4,2,150,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 150}",-0.24728617801171365,-0.23917077481710725,-0.2411888160394186,-0.26031708986539404,-0.26610438426366556,-0.25081344859945987,0.010627877994366623,24,-0.12950813700572744,-0.13071850769104595,-0.1305840553812897,-0.12840827659793103,-0.12763912207527178,-0.12937161975025316,0.0012026905228232306
1.2981582641601563,0.05231045959065381,0.03895535469055176,0.001148574823390767,,sqrt,4,2,300,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 300}",-0.24672498120320863,-0.23950915317344562,-0.24194689510368497,-0.2592616390010869,-0.2658742443530912,-0.25066338256690346,0.01020985134413191,22,-0.12904664615720823,-0.1309442985874096,-0.13032920357782912,-0.12835544128979146,-0.12727958907032003,-0.12919103573651167,0.0013222746648895779
0.2149209976196289,0.021131455953614656,0.00909266471862793,0.003979805982269919,,sqrt,4,10,50,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50}",-0.24717904060598594,-0.2403018991344811,-0.24001236549644953,-0.25881833293846845,-0.2678010927532631,-0.25082254618572963,0.010890572098495355,25,-0.13645177735091332,-0.13874983744680655,-0.13767845546088314,-0.13552557670601542,-0.13533449585355845,-0.13674802856363538,0.0013002431359988276
