mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_min_samples_split,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.25208339691162107,0.02205205563312153,0.0023057937622070314,0.0008267651817200823,0.01,3,2,50,0.8,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_split': 2, 'n_estimators': 50, 'subsample': 0.8}",-0.14521355155138083,-0.1373824405683896,-0.15130540968063783,-0.1518937869163739,-0.14721767512210393,-0.14660257276777722,0.005242751010974215,69,-0.14659732071892997,-0.14782522188005767,-0.14496200210470483,-0.14454674010696825,-0.14491690928437487,-0.14576963881900712,0.0012478289169407261
0.36516380310058594,0.09528633681215473,0.004472160339355468,0.0017291216715259363,0.01,3,2,50,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_split': 2, 'n_estimators': 50, 'subsample': 1.0}",-0.14532358073430082,-0.13754398418167602,-0.15138522523908565,-0.15182346824912754,-0.1476996872205805,-0.1467551891249541,0.005194469432821721,71,-0.1465553473753781,-0.14802347410898342,-0.1450448604800411,-0.14454541148261207,-0.1450709699806111,-0.14584801268552516,0.0012789506239639682
0.5928743362426758,0.025748961589407513,0.0031717300415039064,0.001100863635623385,0.01,3,2,100,0.8,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_split': 2, 'n_estimators': 100, 'subsample': 0.8}",-0.07753844788114714,-0.07019372674623665,-0.07804644507038347,-0.08126771050524999,-0.07553559739863894,-0.07651638552033124,0.003657833843183796,55,-0.0754303999877399,-0.07675810837093207,-0.07526708557329065,-0.07411144265127373,-0.07487074926104284,-0.07528755716885585,0.0008649067216229066
0.5803583145141602,0.03164290831396516,0.0035984039306640623,0.001157083545112243,0.01,3,2,100,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_split': 2, 'n_estimators': 100, 'subsample': 1.0}",-0.077751091241113,-0.07036521549074663,-0.07817556261551872,-0.08134396663795182,-0.07579678221877063,-0.07668652364082015,0.0036274755145029457,58,-0.07541039442221935,-0.07678117185599462,-0.07529965277605682,-0.07416064434610185,-0.07490994131270425,-0.07531236094261537,0.0008550520729294805
1.0498512268066407,0.025249582747417162,0.0056149959564208984,0.00207506346042652,0.01,3,2,200,0.8,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_split': 2, 'n_estimators': 200, 'subsample': 0.8}",-0.04245805614692916,-0.035830210894774936,-0.039760111113278276,-0.04520087668371407,-0.04022396876611797,-0.04069464472096289,0.00310397653751028,29,-0.03867842263545126,-0.040028759975199404,-0.039256598327239024,-0.03780482843129233,-0.03865970045593963,-0.038885661965024326,0.0007357274925716212
1.1811936378479004,0.019380079454470508,0.0041506290435791016,0.0005153894595391334,0.01,3,2,200,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_split': 2, 'n_estimators': 200, 'subsample': 1.0}",-0.04268943200247772,-0.03611238068668672,-0.03993407827160306,-0.04535135069813913,-0.040306003914661444,-0.04087864911471362,0.003073156209885848,31,-0.03872857069204897,-0.04006893284962597,-0.039331348695554,-0.03787815906418295,-0.03876004290769192,-0.03895341084182076,0.0007254429002194687
0.25296578407287595,0.009406879938751,0.002417755126953125,0.0006489257842605055,0.01,3,10,50,0.8,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_split': 10, 'n_estimators': 50, 'subsample': 0.8}",-0.14521355155138083,-0.1373824405683896,-0.15130540968063783,-0.1518937869163739,-0.14721767512210393,-0.14660257276777722,0.005242751010974215,69,-0.14659732071892997,-0.14782522188005767,-0.14496200210470483,-0.14454674010696825,-0.14491690928437487,-0.14576963881900712,0.0012478289169407261
0.29366497993469237,0.012626051253369328,0.0023343563079833984,0.0005737376933898464,0.01,3,10,50,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_split': 10, 'n_estimators': 50, 'subsample': 1.0}",-0.14532358073430082,-0.13754398418167602,-0.15138522523908565,-0.15182346824912754,-0.1476996872205805,-0.1467551891249541,0.005194469432821721,71,-0.1465553473753781,-0.14802347410898342,-0.1450448604800411,-0.14454541148261207,-0.1450709699806111,-0.14584801268552516,0.0012789506239639682
0.4897286415100098,0.028237797444773387,0.002877950668334961,0.0007703442204833849,0.01,3,10,100,0.8,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_split': 10, 'n_estimators': 100, 'subsample': 0.8}",-0.07753844788114714,-0.07019372674623665,-0.07804644507038347,-0.08126771050524999,-0.07553559739863894,-0.07651638552033124,0.003657833843183796,55,-0.0754303999877399,-0.07675810837093207,-0.07526708557329065,-0.07411144265127373,-0.07487074926104284,-0.07528755716885585,0.0008649067216229066
0.548677921295166,0.016892555045162686,0.0030640602111816407,0.0009868232441413503,0.01,3,10,100,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_split': 10, 'n_estimators': 100, 'subsample': 1.0}",-0.077751091241113,-0.07036521549074663,-0.07817556261551872,-0.08134396663795182,-0.07579678221877063,-0.07668652364082015,0.0036274755145029457,58,-0.07541039442221935,-0.07678117185599462,-0.07529965277605682,-0.07416064434610185,-0.07490994131270425,-0.07531236094261537,0.0008550520729294805
