mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_max_iter,param_selection,param_tol,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.041009140014648435,0.01252689290330206,0.003956270217895508,0.002135633787628301,0.0001,1000,random,0.0001,"{'alpha': 0.0001, 'max_iter': 1000, 'selection': 'random', 'tol': 0.0001}",-0.20375143071396404,-0.21337247465610903,-0.2004670961068037,-0.21735316382158043,-0.24226963091739417,-0.2154427592431703,0.014755164634131814,1,-0.2165038084453865,-0.21417480378364898,-0.21728531158799327,-0.21304241146887792,-0.20694092483275345,-0.21358945202373203,0.003660536986067876
0.062480926513671875,0.03794021309446871,0.0018810272216796876,0.0008884849918203866,0.0001,5000,random,0.0001,"{'alpha': 0.0001, 'max_iter': 5000, 'selection': 'random', 'tol': 0.0001}",-0.20375143071396404,-0.21337247465610903,-0.2004670961068037,-0.21735316382158043,-0.24226963091739417,-0.2154427592431703,0.014755164634131814,1,-0.2165038084453865,-0.21417480378364898,-0.21728531158799327,-0.21304241146887792,-0.20694092483275345,-0.21358945202373203,0.003660536986067876
0.04295492172241211,0.016130260805119027,0.009511518478393554,0.01375967827437889,0.0001,10000,random,0.0001,"{'alpha': 0.0001, 'max_iter': 10000, 'selection': 'random', 'tol': 0.0001}",-0.20375143071396404,-0.21337247465610903,-0.2004670961068037,-0.21735316382158043,-0.24226963091739417,-0.2154427592431703,0.014755164634131814,1,-0.2165038084453865,-0.21417480378364898,-0.21728531158799327,-0.21304241146887792,-0.20694092483275345,-0.21358945202373203,0.003660536986067876
0.03801465034484863,0.0020755583267236233,0.004098939895629883,0.002015023670670952,0.0001,1000,cyclic,0.0001,"{'alpha': 0.0001, 'max_iter': 1000, 'selection': 'cyclic', 'tol': 0.0001}",-0.20375150329191902,-0.21337195085589244,-0.200466792850419,-0.21735414611146192,-0.24226941700671933,-0.21544276202328233,0.014755177050880346,4,-0.21650378268036263,-0.2141747805865101,-0.21728526970387455,-0.21304237417999677,-0.20694090000158805,-0.21358942143046641,0.0036605338184755496
0.030531978607177733,0.012561677791305802,0.005579948425292969,0.005821178960718372,0.0001,5000,cyclic,0.0001,"{'alpha': 0.0001, 'max_iter': 5000, 'selection': 'cyclic', 'tol': 0.0001}",-0.20375150329191902,-0.21337195085589244,-0.200466792850419,-0.21735414611146192,-0.24226941700671933,-0.21544276202328233,0.014755177050880346,4,-0.21650378268036263,-0.2141747805865101,-0.21728526970387455,-0.21304237417999677,-0.20694090000158805,-0.21358942143046641,0.0036605338184755496
0.023999881744384766,0.007447350115080714,0.005869245529174805,0.008868671532115641,0.0001,10000,cyclic,0.0001,"{'alpha': 0.0001, 'max_iter': 10000, 'selection': 'cyclic', 'tol': 0.0001}",-0.20375150329191902,-0.21337195085589244,-0.200466792850419,-0.21735414611146192,-0.24226941700671933,-0.21544276202328233,0.014755177050880346,4,-0.21650378268036263,-0.2141747805865101,-0.21728526970387455,-0.21304237417999677,-0.20694090000158805,-0.21358942143046641,0.0036605338184755496
0.02676544189453125,0.017864533863938797,0.002776956558227539,0.0012313514740408217,0.0001,1000,cyclic,0.001,"{'alpha': 0.0001, 'max_iter': 1000, 'selection': 'cyclic', 'tol': 0.001}",-0.20375116746827246,-0.2133739810259635,-0.20046752123125366,-0.21735223891883068,-0.24226943973247927,-0.21544286967535992,0.014754984335489182,7,-0.21650388511983407,-0.21417488944787622,-0.21728537773285717,-0.2130424824760967,-0.20694100188065798,-0.21358952733146444,0.003660535181069597
0.01608109474182129,0.005885151761190926,0.00316619873046875,0.001700083583377886,0.0001,5000,cyclic,0.001,"{'alpha': 0.0001, 'max_iter': 5000, 'selection': 'cyclic', 'tol': 0.001}",-0.20375116746827246,-0.2133739810259635,-0.20046752123125366,-0.21735223891883068,-0.24226943973247927,-0.21544286967535992,0.014754984335489182,7,-0.21650388511983407,-0.21417488944787622,-0.21728537773285717,-0.2130424824760967,-0.20694100188065798,-0.21358952733146444,0.003660535181069597
0.04739665985107422,0.03916219189364521,0.005056238174438477,0.004023203171806164,0.0001,10000,cyclic,0.001,"{'alpha': 0.0001, 'max_iter': 10000, 'selection': 'cyclic', 'tol': 0.001}",-0.20375116746827246,-0.2133739810259635,-0.20046752123125366,-0.21735223891883068,-0.24226943973247927,-0.21544286967535992,0.014754984335489182,7,-0.21650388511983407,-0.21417488944787622,-0.21728537773285717,-0.2130424824760967,-0.20694100188065798,-0.21358952733146444,0.003660535181069597
0.03519177436828613,0.003297178202235905,0.0028894424438476564,0.002097090135930029,0.0001,1000,random,0.001,"{'alpha': 0.0001, 'max_iter': 1000, 'selection': 'random', 'tol': 0.001}",-0.20375089040029132,-0.213376182784561,-0.20046846580956224,-0.21734989420069312,-0.2422699599925351,-0.21544307863752854,0.014754903336972564,10,-0.21650399134402462,-0.21417499194996154,-0.21728550114916306,-0.21304257015597153,-0.20694110124409745,-0.2135896311686436,0.003660541580100638
0.0640481948852539,0.034701888175624925,0.003775787353515625,0.004036691269978391,0.0001,5000,random,0.001,"{'alpha': 0.0001, 'max_iter': 5000, 'selection': 'random', 'tol': 0.001}",-0.20375089040029132,-0.213376182784561,-0.20046846580956224,-0.21734989420069312,-0.2422699599925351,-0.21544307863752854,0.014754903336972564,10,-0.21650399134402462,-0.21417499194996154,-0.21728550114916306,-0.21304257015597153,-0.20694110124409745,-0.2135896311686436,0.003660541580100638
