mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_max_iter,param_solver,param_tol,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.003185129165649414,0.0025639252282443617,0.0007436275482177734,0.00026401319869560186,0.0001,1000,auto,0.0001,"{'alpha': 0.0001, 'max_iter': 1000, 'solver': 'auto', 'tol': 0.0001}",-0.21175493919118302,-0.19873371516106417,-0.19326754799191354,-0.20490267436484097,-0.18826826829103827,-0.199385429000008,0.008305290361829474,557,-0.19316486447175182,-0.1956580352207367,-0.19738477185471054,-0.19435641886083488,-0.19826365535401155,-0.19576554915240912,0.001877401661151612
0.0031213760375976562,0.002233958788722804,0.0011017799377441406,0.0004254748892039125,0.0001,1000,auto,0.001,"{'alpha': 0.0001, 'max_iter': 1000, 'solver': 'auto', 'tol': 0.001}",-0.21175493919118302,-0.19873371516106417,-0.19326754799191354,-0.20490267436484097,-0.18826826829103827,-0.199385429000008,0.008305290361829474,557,-0.19316486447175182,-0.1956580352207367,-0.19738477185471054,-0.19435641886083488,-0.19826365535401155,-0.19576554915240912,0.001877401661151612
0.0020322322845458983,0.0006152584119660934,0.0018020153045654296,0.0010280815522310846,0.0001,1000,auto,0.01,"{'alpha': 0.0001, 'max_iter': 1000, 'solver': 'auto', 'tol': 0.01}",-0.21175493919118302,-0.19873371516106417,-0.19326754799191354,-0.20490267436484097,-0.18826826829103827,-0.199385429000008,0.008305290361829474,557,-0.19316486447175182,-0.1956580352207367,-0.19738477185471054,-0.19435641886083488,-0.19826365535401155,-0.19576554915240912,0.001877401661151612
0.001828765869140625,0.0005941495197968181,0.0007065773010253906,9.799608040241002e-05,0.0001,1000,svd,0.0001,"{'alpha': 0.0001, 'max_iter': 1000, 'solver': 'svd', 'tol': 0.0001}",-0.21175493919118302,-0.19873371516106417,-0.19326754799191354,-0.204902674364841,-0.18826826829103827,-0.199385429000008,0.008305290361829478,557,-0.19316486447175182,-0.1956580352207367,-0.19738477185471054,-0.1943564188608349,-0.1982636553540116,-0.19576554915240912,0.0018774016611516227
0.001972389221191406,0.0006698341088674805,0.0009910106658935548,0.0002225632825886509,0.0001,1000,svd,0.001,"{'alpha': 0.0001, 'max_iter': 1000, 'solver': 'svd', 'tol': 0.001}",-0.21175493919118302,-0.19873371516106417,-0.19326754799191354,-0.204902674364841,-0.18826826829103827,-0.199385429000008,0.008305290361829478,557,-0.19316486447175182,-0.1956580352207367,-0.19738477185471054,-0.1943564188608349,-0.1982636553540116,-0.19576554915240912,0.0018774016611516227
0.0016865253448486329,0.0006826484326066649,0.0006672382354736328,9.883427600350608e-05,0.0001,1000,svd,0.01,"{'alpha': 0.0001, 'max_iter': 1000, 'solver': 'svd', 'tol': 0.01}",-0.21175493919118302,-0.19873371516106417,-0.19326754799191354,-0.204902674364841,-0.18826826829103827,-0.199385429000008,0.008305290361829478,557,-0.19316486447175182,-0.1956580352207367,-0.19738477185471054,-0.1943564188608349,-0.1982636553540116,-0.19576554915240912,0.0018774016611516227
0.0024494647979736326,0.0021196828811952274,0.0009303569793701171,0.0007179988141106558,0.0001,1000,cholesky,0.0001,"{'alpha': 0.0001, 'max_iter': 1000, 'solver': 'cholesky', 'tol': 0.0001}",-0.21175493919118302,-0.19873371516106417,-0.19326754799191354,-0.20490267436484097,-0.18826826829103827,-0.199385429000008,0.008305290361829474,557,-0.19316486447175182,-0.1956580352207367,-0.19738477185471054,-0.19435641886083488,-0.19826365535401155,-0.19576554915240912,0.001877401661151612
0.00228118896484375,0.0021855225793422613,0.0006577491760253907,0.00011849527147287628,0.0001,1000,cholesky,0.001,"{'alpha': 0.0001, 'max_iter': 1000, 'solver': 'cholesky', 'tol': 0.001}",-0.21175493919118302,-0.19873371516106417,-0.19326754799191354,-0.20490267436484097,-0.18826826829103827,-0.199385429000008,0.008305290361829474,557,-0.19316486447175182,-0.1956580352207367,-0.19738477185471054,-0.19435641886083488,-0.19826365535401155,-0.19576554915240912,0.001877401661151612
0.0020018577575683593,0.0006373827839071761,0.0011673450469970703,0.0003043233395103628,0.0001,1000,cholesky,0.01,"{'alpha': 0.0001, 'max_iter': 1000, 'solver': 'cholesky', 'tol': 0.01}",-0.21175493919118302,-0.19873371516106417,-0.19326754799191354,-0.20490267436484097,-0.18826826829103827,-0.199385429000008,0.008305290361829474,557,-0.19316486447175182,-0.1956580352207367,-0.19738477185471054,-0.19435641886083488,-0.19826365535401155,-0.19576554915240912,0.001877401661151612
0.0017570018768310546,0.0008219593927681211,0.0006351947784423828,8.74729661601802e-05,0.0001,1000,lsqr,0.0001,"{'alpha': 0.0001, 'max_iter': 1000, 'solver': 'lsqr', 'tol': 0.0001}",-0.21175493919175886,-0.19873371516116245,-0.193267547991881,-0.20490267436524523,-0.18826826829075352,-0.1993854290001602,0.00830529036213419,593,-0.19316486447175182,-0.1956580352207367,-0.19738477185471054,-0.19435641886083488,-0.19826365535401164,-0.19576554915240912,0.0018774016611516342
